state,jurisdiction,year,date,office,notes,exhaust_on_overvote_marks,exhaust_on_N_repeated_skipped_marks,exhaust_on_duplicate_candidate_marks,exclude_writein_marks,combine_writein_marks,treat_combined_writeins_as_exhaustable_duplicates,multi_winner_rounds,n_winners,rcv_type,bottoms_up_threshold,split_fields,parser_func,cvr_path,extra_parser_args,ignore_contest
,Oakland PLACEHOLDER,2012,11/06/2012,SchoolDirectorDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_SchoolDirectorDistrict7.csv,,FALSE
,SanFrancisco PLACEHOLDER,2004,11/02/2004,BoardofSupervisorsDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,CityCouncilWard3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_CityCouncilWard3.csv,,FALSE
,Minnetonka PLACEHOLDER,2021,11/02/2021,CityCouncilAtLargeSeatA.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,,FALSE
,SanLeandro PLACEHOLDER,2014,11/04/2014,CountyCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11042014_CountyCouncilDistrict1.csv,,FALSE
,Oakland PLACEHOLDER,2020,11/03/2020,CityAttorneyOaklandRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11032020_CityAttorneyOaklandRCV.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictG.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictG.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictP.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictP.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember48thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,,FALSE
,Oakland PLACEHOLDER,2018,11/06/2018,CityCouncilDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062018_CityCouncilDistrict4.csv,,FALSE
,SanFrancisco PLACEHOLDER,2005,11/08/2005,Treasurer.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082005_Treasurer.csv,,FALSE
,Oakland PLACEHOLDER,2018,11/06/2018,CityCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062018_CityCouncilDistrict6.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember47thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictR.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictR.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMBoroughPresidentQueens.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictE.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictE.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember3rdCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,,FALSE
,Burlington PLACEHOLDER,2023,03/07/2023,CityCouncilNorthDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Burlington_03072023_CityCouncilNorthDistrict.csv,,FALSE
,SanLeandro PLACEHOLDER,2014,11/04/2014,CountyCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11042014_CountyCouncilDistrict3.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPCouncilMember24thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,Ward4CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_Ward4CityCouncil.csv,,FALSE
,Oakland PLACEHOLDER,2010,11/02/2010,CityAuditor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11022010_CityAuditor.csv,,FALSE
,Oakland PLACEHOLDER,2018,11/06/2018,SchoolDirectorDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062018_SchoolDirectorDistrict2.csv,,FALSE
,Minneapolis PLACEHOLDER,2021,11/02/2021,CityCouncilWard1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11022021_CityCouncilWard1.csv,,FALSE
,Maine PLACEHOLDER,2018,06/12/2018,DemocraticPrimaryforGovernor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Maine_06122018_DemocraticPrimaryforGovernor.csv,,FALSE
,Oakland PLACEHOLDER,2012,11/06/2012,SchoolDirectorDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_SchoolDirectorDistrict5.csv,,FALSE
,SanFrancisco PLACEHOLDER,2004,11/02/2004,BoardofSupervisorsDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict4.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict5.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict5.csv,,FALSE
,SanFrancisco PLACEHOLDER,2007,11/06/2007,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11062007_Mayor.csv,,FALSE
,Minneapolis PLACEHOLDER,2013,11/05/2013,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11052013_Mayor.csv,,FALSE
,Minnetonka PLACEHOLDER,2021,11/02/2021,CityCouncilAtLargeSeatB.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,,FALSE
,Oakland PLACEHOLDER,2016,11/08/2016,CityAttorney.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082016_CityAttorney.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPCouncilMember19thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMPublicAdvocateCitywide.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,,FALSE
,Oakland PLACEHOLDER,2018,11/06/2018,CityAuditor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062018_CityAuditor.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPMayorCitywide.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPMayorCitywide.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictD.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictD.csv,,FALSE
,Oakland PLACEHOLDER,2016,11/08/2016,SchoolDirectorDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082016_SchoolDirectorDistrict7.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictS.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictS.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward12CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward12CityCouncil.csv,,FALSE
,Berkeley PLACEHOLDER,2010,11/02/2010,CityCouncilDistrict7.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11022010_CityCouncilDistrict7.csv,,FALSE
,Portland PLACEHOLDER,2022,11/08/2022,SchoolBoardDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Portland_11082022_SchoolBoardDistrict3.csv,,FALSE
,SanLeandro PLACEHOLDER,2016,11/08/2016,CountyCouncilDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11082016_CountyCouncilDistrict4.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictI.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictI.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMComptrollerCitywide.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMComptrollerCitywide.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember38thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,,FALSE
,SanLeandro PLACEHOLDER,2014,11/04/2014,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11042014_Mayor.csv,,FALSE
,SanFrancisco PLACEHOLDER,2006,11/07/2006,BoardofSupervisorsDistrict10.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,,FALSE
,Oakland PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082016_CityCouncilDistrict3.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,PRBoardDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_PRBoardDistrict3.csv,,FALSE
,StLouisPark PLACEHOLDER,2021,11/02/2021,CityCouncilWard3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/StLouisPark_11022021_CityCouncilWard3.csv,,FALSE
,SanFrancisco PLACEHOLDER,2011,11/08/2011,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082011_Mayor.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember23rdCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict8.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict8.csv,,FALSE
,SanFrancisco PLACEHOLDER,2011,11/08/2011,DistrictAttorney.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11082011_DistrictAttorney.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,HouseDistrict9.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_HouseDistrict9.csv,,FALSE
,StLouisPark PLACEHOLDER,2021,11/02/2021,CityCouncilWard2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/StLouisPark_11022021_CityCouncilWard2.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,PRBoardDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_PRBoardDistrict2.csv,,FALSE
,PierceCounty PLACEHOLDER,2008,11/04/2008,CountyAssessorTreasurer.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/PierceCounty_11042008_CountyAssessorTreasurer.csv,,FALSE
,Berkeley PLACEHOLDER,2020,11/03/2020,MayorBerkeleyRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11032020_MayorBerkeleyRCV.csv,,FALSE
,SanLeandro PLACEHOLDER,2012,11/06/2012,CountyCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11062012_CountyCouncilDistrict6.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictH.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictH.csv,,FALSE
,Minneapolis PLACEHOLDER,2020,08/11/2020,Ward6CityCouncilSpecialElection.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMBoroughPresidentRichmond.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward7CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward7CityCouncil.csv,,FALSE
,Oakland PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict3.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_CityCouncilDistrict3.csv,,FALSE
,Oakland PLACEHOLDER,2022,11/08/2022,Schoolboarddistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082022_Schoolboarddistrict2.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,USRepresentative.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_USRepresentative.csv,,FALSE
,Oakland PLACEHOLDER,2014,11/04/2014,CityCouncilDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11042014_CityCouncilDistrict2.csv,,FALSE
,Berkeley PLACEHOLDER,2010,11/02/2010,CityCouncilDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11022010_CityCouncilDistrict4.csv,,FALSE
,Oakland PLACEHOLDER,2012,11/06/2012,CityCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11062012_CityCouncilDistrict1.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictJ.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictJ.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Ward8CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Ward8CityCouncil.csv,,FALSE
,SanLeandro PLACEHOLDER,2012,11/06/2012,CountyCouncilDistrict4.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11062012_CountyCouncilDistrict4.csv,,FALSE
,Minneapolis PLACEHOLDER,2009,11/06/2009,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11062009_Mayor.csv,,FALSE
,SanFrancisco PLACEHOLDER,2019,11/05/2019,Sheriff.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11052019_Sheriff.csv,,FALSE
,Oakland PLACEHOLDER,2020,11/03/2020,SchoolDirectorDist5OaklandRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,Ward12CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_Ward12CityCouncil.csv,,FALSE
,Minneapolis PLACEHOLDER,2013,11/05/2013,Ward9CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11052013_Ward9CityCouncil.csv,,FALSE
,StLouisPark PLACEHOLDER,2021,11/02/2021,CityCouncilWard1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/StLouisPark_11022021_CityCouncilWard1.csv,,FALSE
,Minneapolis PLACEHOLDER,2017,11/07/2017,PRBoardDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Minneapolis_11072017_PRBoardDistrict1.csv,,FALSE
,SanFrancisco PLACEHOLDER,2018,11/06/2018,PublicDefender.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11062018_PublicDefender.csv,,FALSE
,SanFrancisco PLACEHOLDER,2004,11/02/2004,BoardofSupervisorsDistrict9.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,,FALSE
,Oakland PLACEHOLDER,2016,11/08/2016,CityCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11082016_CityCouncilDistrict1.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,REPCouncilMember15thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,,FALSE
,SanFrancisco PLACEHOLDER,2004,11/05/2004,BoardofSupervisorsDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,,FALSE
,TakomaPark PLACEHOLDER,2022,11/08/2022,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/TakomaPark_11082022_Mayor.csv,,FALSE
,Eastpointe PLACEHOLDER,2019,11/05/2019,CityCouncil.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Eastpointe_11052019_CityCouncil.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictK.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictK.csv,,FALSE
,SanFrancisco PLACEHOLDER,2006,11/07/2006,BoardofSupervisorsDistrict2.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,,FALSE
,SanLeandro PLACEHOLDER,2016,11/08/2016,CountyCouncilDistrict6.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/SanLeandro_11082016_CountyCouncilDistrict6.csv,,FALSE
,Oakland PLACEHOLDER,2020,11/03/2020,SchoolDirectorDist1OaklandRCV.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,,FALSE
,Easthampton PLACEHOLDER,2021,11/02/2021,Mayor.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Easthampton_11022021_Mayor.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember37thCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,,FALSE
,Berkeley PLACEHOLDER,2010,11/02/2010,CityCouncilDistrict1.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Berkeley_11022010_CityCouncilDistrict1.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMBoroughPresidentBronx.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,,FALSE
,NewYorkCity PLACEHOLDER,2021,06/22/2021,DEMCouncilMember22ndCouncilDistrict.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,,FALSE
,Alaska PLACEHOLDER,2022,11/08/2022,SenateDistrictO.csv,,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,1,IRV,0,,,tabulator_input/Single winner ranked choice voting CVRs/Alaska_11082022_SenateDistrictO.csv,,FALSE
