Filename,Index,partisan,level,type,candidates,choices,gamma bf,gamma mds,#1 candidate,#2 candidate,#3 candidate,#4 candidate,#5 candidate,bimodality,Ashman_D,Sarle_coefficient,Hartigan_Dip,Amplitude_Ratio,Mode_Distance,stress_value
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.mat,245,RP,LOCAL,R,5,5,0.676007005,0.7117338,60.58377116,57.27962639,50.9048453,34.20899008,29.27028605,0.24336581,2.432076579,0.449045718,0.999806576,0.463307986,0.792792793,6.403470407
NewYorkCity_06222021_REPMayorCitywide.mat,246,RP,LOCAL,E,2,3,1,1,86.56744344,63.4359585,,,,0.889586234,,,,,,0
Oakland_11022010_CityAuditor.mat,247,NO,LOCAL,O,2,3,1,1,88.30886295,70.33344331,,,,0.803124395,,,,,,0
Oakland_11022010_CityCouncilDistrict2.mat,248,NO,LOCAL,E,2,3,1,1,83.26587681,67.87107219,,,,0.87346919,2.917913068,0.87346919,0.999888716,,,0
Oakland_11022010_CityCouncilDistrict4.mat,249,NO,LOCAL,R,7,3,0.57883946,0.519906547,67.80145902,55.73833023,35.1499547,33.34763744,23.21079483,0.174226528,4.307261857,0.16617243,0.999888331,0.139566448,1.753753754,11.29175909
Oakland_11022010_CityCouncilDistrict6.mat,250,NO,LOCAL,R,3,3,0.828877836,0.773624495,86.22163506,68.86073982,67.97482126,,,0.732279156,1.870319578,0.732279156,0.999881867,0.907714346,0.378378378,0.474073306
Oakland_11022010_Mayor.mat,251,NO,LOCAL,E,10,3,,0.42566382,62.54699798,58.14464515,54.85353341,38.62690707,14.09772237,0.250249489,7.3008572,0.257268465,0.999978611,0.34143262,1.846846847,32.79004429
Oakland_11022010_SchoolDirectorDistrict4.mat,252,NO,LOCAL,B,2,3,1,1,87.78771364,67.69141224,,,,0.811283748,,,,,,0
Oakland_11032020_CityAttorneyOaklandRCV.mat,253,NO,LOCAL,O,2,5,1,1,92.84720131,70.68267161,,,,0.896147663,,,,,,9.45E-35
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.mat,254,NO,LOCAL,R,3,5,0.856818206,0.856818206,84.34036641,78.69936562,63.57771387,,,0.437586306,4.27442282,0.514832942,0.999991639,0.633198153,0.578578579,0.886489779
Oakland_11032020_MemberCityCouncilDist1OaklandRCV.mat,255,NO,LOCAL,R,3,5,0.809975603,0.795283275,88.18650041,71.26592573,67.22146923,,,0.580144541,3.069769699,0.593392944,0.999944435,0.349899573,0.39039039,0.935286773
Oakland_11032020_MemberCityCouncilDist3OaklandRCV.mat,256,NO,LOCAL,R,6,5,0.500373171,0.397962164,79.02780933,63.3221923,50.34234351,48.62900347,39.27702242,0.532890543,2.214143156,0.532890543,0.999921092,0.517964093,0.980980981,11.19667565
Oakland_11032020_MemberCityCouncilDist5OaklandRCV.mat,257,NO,LOCAL,R,3,5,0.836731246,0.836731246,82.77202073,79.33093039,71.29984231,,,0.586524514,4.612512516,0.586524514,0.999911598,0.723646295,0.786786787,0.513536375
Oakland_11032020_MemberCityCouncilDist7OaklandRCV.mat,258,NO,LOCAL,R,5,5,0.372714773,0.363446555,77.46600805,72.42959719,69.55746805,67.31170749,63.81320976,0.597338096,2.810256434,0.597338096,0.999855825,0.524370299,0.812812813,8.085247923
Oakland_11032020_SchoolDirectorDist1OaklandRCV.mat,259,NO,LOCAL,B,3,5,0.926570385,0.926570385,88.53024767,70.9819616,69.54643002,,,0.495625684,2.582520404,0.434495534,0.999947622,0.286710625,0.25025025,0.408132465
Oakland_11032020_SchoolDirectorDist3OaklandRCV.mat,260,NO,LOCAL,B,5,5,0.508408797,0.478060208,82.71389112,69.1654138,66.26341736,53.90720604,53.80581099,0.592656194,2.999445659,0.653696084,0.999897151,0.536025203,1.66966967,6.103376013
Oakland_11032020_SchoolDirectorDist5OaklandRCV.mat,261,NO,LOCAL,B,4,5,0.585704291,0.605293843,82.74253731,73.60657649,68.55760261,63.16464552,,0.50695825,4.251131146,0.488940018,0.999864865,0.854602342,0.456456456,2.625795608
Oakland_11032020_SchoolDirectorDist7OaklandRCV.mat,262,NO,LOCAL,B,5,5,0.428322725,0.380991241,75.90446657,75.38218813,68.32598879,66.16070943,65.51874218,0.713971263,3.575929176,0.697621408,0.999841043,0.610390309,0.884884885,7.00104671
Oakland_11042014_CityAuditor.mat,263,NO,LOCAL,O,2,3,1,1,89.5464804,62.32521781,,,,0.911809311,,,,,,0
Oakland_11042014_CityCouncilDistrict2.mat,264,NO,LOCAL,R,5,3,0.614517318,0.662785556,65.41635962,60.37582903,54.06779661,40.79587325,12.32129698,0.210534719,6.221733184,0.31538781,0.999841772,0.033079644,1.785785786,4.646082774
Oakland_11042014_CityCouncilDistrict4.mat,265,NO,LOCAL,R,3,3,0.920180638,0.900649167,88.08354502,72.38498448,51.73017217,,,0.510484017,4.377018495,0.510484017,0.999890675,0.126582023,0.802802803,0.143289251
Oakland_11042014_CityCouncilDistrict6.mat,266,NO,LOCAL,R,5,3,0.629851547,0.672062243,61.71525666,60.25755679,52.67394026,46.9325702,0.947952066,0.069415646,6.611828769,0.171547674,0.999811178,0.128775969,1.041041041,1416.223773
Oakland_11042014_Mayor.mat,267,NO,LOCAL,E,16,3,,0.554597533,56.39626958,41.845074,35.16139754,33.13879602,32.64805365,0.105439826,9.545570669,0.105441234,0.999970606,0.000451382,5.720720721,237970036.3
Oakland_11042014_SchoolDirectorDistrict2.mat,268,NO,LOCAL,B,2,3,1,1,89.06436742,56.67577258,,,,0.919683909,3.70032799,0.919683909,0.99987308,,,9.52E-35
Oakland_11042014_SchoolDirectorDistrict4.mat,269,NO,LOCAL,B,4,3,0.678810409,0.709789343,70.83643123,67.60842627,56.78438662,31.57372986,,0.619158565,2.034105236,0.619158565,0.999881292,0.803079289,0.54954955,1.091692653
Oakland_11042014_SchoolDirectorDistrict6.mat,270,NO,LOCAL,B,2,3,1,1,81.05688709,70.55539513,,,,0.852013694,2.56823308,0.852013694,0.99986426,0.841961042,0.248248248,0
Oakland_11062012_CityAttorney.mat,271,NO,LOCAL,O,2,3,1,1,86.39797719,60.37186705,,,,0.848353954,,,,,,0
Oakland_11062012_CityCouncilAtLarge.mat,272,NO,LOCAL,R,5,3,0.678283458,0.62986977,68.13036852,53.79398725,52.09199224,31.27944029,19.03366584,0.553477302,2.7301157,0.473625846,0.999986902,0.443287349,0.552552553,1.913824997
Oakland_11062012_CityCouncilDistrict1.mat,273,NO,LOCAL,R,7,3,0.561115382,0.603256692,61.35299462,56.95366553,47.10671605,21.49695996,19.2501223,0.215146851,4.428415125,0.230102622,0.999923972,0.953292648,1.177177177,9.634343844
Oakland_11062012_CityCouncilDistrict3.mat,274,NO,LOCAL,R,6,3,0.532683148,0.532229531,57.46427761,49.2447267,48.88183262,35.49557723,29.06327966,0.346294779,3.640615845,0.289398873,0.999892323,0.822416187,0.730730731,4.81617188
Oakland_11062012_CityCouncilDistrict5.mat,275,NO,LOCAL,R,4,3,0.676801702,0.724758443,68.2918181,62.00691428,48.24040422,38.27674852,,0.323094504,3.793429881,0.280476361,0.999832552,0.844873922,0.483483483,1.783856894
Oakland_11062012_CityCouncilDistrict7.mat,276,NO,LOCAL,R,3,3,0.868008799,0.868008799,81.66788881,68.95540297,57.4895007,,,0.603978185,3.461488831,0.615302587,0.999875715,0.768426096,0.34034034,0.47998885
Oakland_11062012_SchoolDirectorDistrict1.mat,277,NO,LOCAL,B,2,3,1,1,86.78048967,56.95733547,,,,0.929048396,,,,,,0
Oakland_11062012_SchoolDirectorDistrict3.mat,278,NO,LOCAL,B,3,3,0.813959132,0.760374703,79.34766782,70.09173421,67.05334175,,,0.625446589,2.735469552,0.616421037,0.999908809,0.736832532,0.356356356,0.842371998
Oakland_11062012_SchoolDirectorDistrict5.mat,279,NO,LOCAL,B,2,3,1,1,78.36534086,70.12833349,,,,0.853576222,2.541722203,0.853576222,0.999878758,0.918491978,0.248248248,0
Oakland_11062012_SchoolDirectorDistrict7.mat,280,NO,LOCAL,B,2,3,1,1,79.57304013,71.16949879,,,,0.854194348,,,,,,4.73E-35
Oakland_11062018_CityAuditor.mat,281,NO,LOCAL,O,2,3,1,1,85.76339541,58.62656537,,,,0.880886414,,,,,,0
Oakland_11062018_CityCouncilDistrict2.mat,282,NO,LOCAL,R,3,3,0.931546627,0.931546627,80.95872804,74.44661303,52.14452325,,,0.414681901,2.611251913,0.414681901,0.999931413,0.771233369,0.338338338,0.622003446
Oakland_11062018_CityCouncilDistrict4.mat,283,NO,LOCAL,R,7,3,0.600102873,0.541742502,64.66724697,63.25868481,54.80335523,22.25607344,15.53770673,0.537241355,2.305586734,0.62321965,0.999912242,0.063472613,1.489489489,14.19183622
Oakland_11062018_CityCouncilDistrict6.mat,284,NO,LOCAL,R,5,3,0.573192535,0.652084032,64.88993184,53.71549894,48.22885239,39.08816628,36.36719187,0.489223083,3.239798643,0.489223083,0.999900259,0.973455406,0.572572573,1.998901165
Oakland_11062018_Mayor.mat,285,NO,LOCAL,E,10,3,,0.634331405,70.32668162,56.66585012,54.5145628,13.1376133,10.3155012,0.735632181,2.063100589,0.598724725,0.999987855,0.575940509,0.45045045,42.65653388
Oakland_11062018_SchoolDirectorDistrict4.mat,286,NO,LOCAL,B,2,3,1,1,74.66347713,66.58692832,,,,0.866366335,,,,,,0
Oakland_11062018_SchoolDirectorDistrict6.mat,287,NO,LOCAL,B,2,3,1,1,98.83073889,1.817285342,,,,0.989539478,,,,,,0
Oakland_11082016_CityCouncilDistrict1.mat,288,NO,LOCAL,R,2,3,1,1,89.63127699,45.89698962,,,,0.857532245,,,,,,0
Oakland_11082016_CityCouncilDistrict3.mat,289,NO,LOCAL,R,2,3,1,1,75.50599459,74.61647544,,,,0.837360601,,,,,,0
Oakland_11082016_CityCouncilDistrict5.mat,290,NO,LOCAL,R,2,3,1,1,79.30513595,67.52985182,,,,0.86650621,,,,,,0
Oakland_11082016_CityCouncilDistrict7.mat,291,NO,LOCAL,R,3,3,0.837565063,0.837565063,82.65202488,67.68439761,63.13952012,,,0.677710845,2.032530676,0.677710845,0.999906139,0.844302435,0.356356356,0.615891862
Oakland_11082016_CouncilAtLrg.mat,292,NO,LOCAL,R,5,3,0.675586992,0.603578922,78.16159943,57.92337818,56.54548058,22.50213253,20.24444763,0.338024922,5.738870753,0.45747898,0.999985227,0.603915076,1.081081081,2.911368049
Oakland_11082016_SchoolDirectorDistrict1.mat,293,NO,LOCAL,B,2,3,1,1,84.3668758,51.66210267,,,,0.945827137,,,,,,0
Oakland_11082016_SchoolDirectorDistrict3.mat,294,NO,LOCAL,B,5,3,0.726066562,0.674603529,69.31427295,68.78713424,64.20370784,22.56868439,0.236765691,0.145921211,3.894013549,0.145921211,0.999907193,0.448094189,0.428428428,10672.49757
Oakland_11082016_SchoolDirectorDistrict5.mat,295,NO,LOCAL,B,4,3,0.777935996,0.760173874,67.87828824,65.48752155,42.14194709,36.65592445,,0.354408117,3.035842492,0.354408117,0.999858697,0.650913387,0.324324324,0.169321078
Oakland_11082016_SchoolDirectorDistrict7.mat,296,NO,LOCAL,B,2,3,1,1,83.35563286,66.53732941,,,,0.837518986,,,,,,0
Oakland_11082022_CityCouncilmemberDistrict4.mat,297,NO,LOCAL,R,2,5,1,1,85.1938599,65.89074661,,,,0.830971042,,,,,,0
Oakland_11082022_CityCouncilmemberDistrict6.mat,298,NO,LOCAL,R,4,5,0.640639762,0.58320961,90.2753408,56.28964773,51.8288568,51.78161695,,0.826189365,4.047702496,0.826189365,0.999878464,0.081309228,1.960960961,2.767013021
Oakland_11082022_Mayor.mat,299,NO,LOCAL,E,10,5,,0.396100536,63.55404685,63.09699269,44.79993101,40.61510239,39.52068111,0.261808139,6.010988539,0.272597425,0.999967373,0.372569657,0.90990991,100.2948149
Oakland_11082022_Schoolboarddistrict2.mat,300,NO,LOCAL,B,3,5,0.95417522,0.95417522,84.48447123,70.29335806,60.10860208,,,0.431415417,2.558544078,0.429487822,0.999895376,0.903850063,0.332332332,0.36280526
Oakland_11082022_Schoolboarddistrict4.mat,301,NO,LOCAL,B,3,5,0.798392574,0.798392574,72.56433477,71.56441023,69.97207758,,,0.673178473,3.130848757,0.673178473,0.999934288,0.859844723,0.674674675,0.681279942
Oakland_11082022_Schoolboarddistrict6.mat,302,NO,LOCAL,B,3,5,0.899346405,0.899346405,81.48606811,74.39284486,63.1372549,,,0.370221569,3.733351268,0.370221569,0.999874922,0.97625185,0.35035035,0.515160951
Payson_11052019_CityCouncil.mat,303,YES,LOCAL,R,5,5,0.288008965,0.289503175,92.08068734,90.21292492,87.22450504,82.06948076,78.7075084,0.61742419,2.104686332,0.57733163,0.998148148,0.581334732,0.648648649,6.719948388
PierceCounty_11032009_CountyAuditor.mat,304,YES,LOCAL,O,3,3,0.933534428,0.859795511,82.75551377,79.54518745,56.20323579,,,0.362353034,2.086491643,0.546580127,0.999989719,0.458523087,0.146146146,0.53683086
PierceCounty_11042008_CountyAssessorTreasurer.mat,305,YES,LOCAL,O,6,3,0.581903336,0.632458781,46.35598918,43.59671775,42.86554712,41.66144584,30.89444249,0.372878492,2.73228334,0.44794096,0.999992938,0.486407217,0.805805806,5.774385123
PierceCounty_11042008_CountyCouncilDistrict2.mat,306,YES,LOCAL,R,3,3,0.875365872,0.875365872,75.67357967,65.83944162,59.88542266,,,0.766042,3.769245339,0.766042,0.999957164,0.945339986,0.546546547,0.45979898
PierceCounty_11042008_CountyExecutiveMember.mat,307,YES,LOCAL,E,4,3,0.704945053,0.765856366,58.19556212,57.85722166,53.57948828,50.13523589,,0.695768011,4.74114729,0.695768011,0.999994889,0.560955447,0.780780781,1.036842732
Portland_06082021_charter_commission_at_large.mat,308,NO,LOCAL,B,11,1,,0.251224234,60.66507232,59.7767908,59.40097939,52.01002164,49.6298827,0.634732746,4.128600958,0.655772911,0.999257058,0.976275568,2.462462462,104.5023098
Portland_06142022_SchoolboardAL.mat,309,NO,LOCAL,B,29,7,,0.597056841,75.52235453,72.84879802,47.85441474,42.26016625,39.6427769,0.147744118,5.638619492,0.086564727,0.999649,0.999860588,1.122122122,9593457489
Portland_06142022_SchoolboardAL-1.mat,310,NO,LOCAL,B,7,7,0.605212897,0.493315358,75.59824739,72.93562521,47.89349511,42.27614875,39.65846534,0.207004276,4.513287987,0.719393455,0.999692497,0.300553253,3.015015015,27.84231846
Portland_06142022_Schoolboarddistrict5.mat,311,NO,LOCAL,B,14,5,,0.697435897,69.17948718,45.43589744,43.8974359,41.23076923,37.84615385,0.208252218,1.211571824,0.811649313,0.998970134,0.004154415,0.749248525,46439253.8
Portland_06142022_Schoolboarddistrict5-1.mat,312,NO,LOCAL,B,6,5,0.744233726,0.799077396,69.297796,45.46386468,44.02870323,41.26089185,37.92926704,0.54619721,2.50784388,0.54619721,0.999094203,0.127488324,0.440520203,46.18670951
Portland_11082022_SchoolBoardDistrict3.mat,313,NO,LOCAL,B,3,3,0.937429628,0.937429628,78.07624256,73.94241596,54.83352099,,,0.526965999,3.724126311,0.421688514,0.999744833,0.898088884,0.364364364,0.379015841
SanFrancisco_06052018_BoardofSupervisorsDistrict8.mat,314,NO,LOCAL,B,3,3,0.945604808,0.889376409,86.75882795,76.80841473,42.16979715,,,0.472799195,4.479966132,0.327994845,0.999945658,0.02593626,0.832832833,0.111279906
SanFrancisco_06052018_Mayor.mat,315,NO,LOCAL,E,8,3,,0.623461603,65.88755678,62.63494539,58.21724914,30.63827079,13.96510712,0.504886807,4.125243831,0.504886807,0.999989193,0.029546394,1.023023023,133.2142147
SanFrancisco_11022004_BoardofSupervisorsDistrict11.mat,316,NO,LOCAL,B,8,3,,0.53085088,53.35692095,40.82671729,40.82240249,35.86900242,27.99879185,0.152660279,3.747796163,0.171818663,0.999894626,0.341549692,0.581581582,14.71941897
SanFrancisco_11022004_BoardofSupervisorsDistrict2.mat,317,NO,LOCAL,B,5,3,0.663622129,0.682092322,76.82672234,45.89422408,42.69601021,29.67408954,26.82092322,0.707472088,4.936333695,0.682850966,0.999937496,0.288188609,0.704704705,3.145558774
SanFrancisco_11022004_BoardofSupervisorsDistrict3.mat,318,NO,LOCAL,B,4,3,0.69955607,0.59463424,79.65257672,60.07334491,47.85562633,46.34240494,,0.629536458,4.008470024,0.689574209,0.999907936,0.501939579,0.780780781,1.457224949
SanFrancisco_11022004_BoardofSupervisorsDistrict5.mat,319,NO,LOCAL,B,22,3,,0.434390042,46.97655872,39.20077473,35.52935145,22.66085619,16.57694608,0.091716759,8.309656487,0.068762068,0.999920717,0.232173332,0.693693694,1217.522652
SanFrancisco_11022004_BoardofSupervisorsDistrict7.mat,320,NO,LOCAL,B,13,3,,0.510730428,52.69129871,46.79035368,26.34090837,21.95707829,20.98991751,0.155187875,6.66440404,0.356444903,0.99991964,0.648097287,2.39039039,110.1937325
SanFrancisco_11022004_BoardofSupervisorsDistrict9.mat,321,NO,LOCAL,B,6,3,0.679296891,0.662925868,75.82559028,66.7310245,53.36470778,27.85085073,13.11693013,0.43240935,6.753723529,0.576285787,0.999896992,0.884394497,1.381381381,6.044647662
SanFrancisco_11022010_BoardofSupervisorsDistrict10.mat,322,NO,LOCAL,B,21,3,,0.418759724,25.70571238,24.18315181,23.0328962,22.53278506,21.22693932,0.123889738,6.445387628,0.099988784,0.999861227,0.467766587,3.023023023,450.0504761
SanFrancisco_11022010_BoardofSupervisorsDistrict2.mat,323,NO,LOCAL,B,6,3,0.687290208,0.708424848,60.58182421,58.16584476,32.09978865,30.83171025,16.13277527,0.101710882,6.889233642,0.101710882,0.999922571,0.327950281,0.4004004,14.03569364
SanFrancisco_11022010_BoardofSupervisorsDistrict6.mat,324,NO,LOCAL,B,14,3,,0.589721829,56.70438472,48.34040547,35.76143329,17.26544083,13.69165488,0.489823813,5.826582709,0.486328142,0.999891434,0.917896222,1.197197197,148.2327884
SanFrancisco_11022010_BoardofSupervisorsDistrict8.mat,325,NO,LOCAL,B,4,3,0.773243344,0.665112821,71.09560443,66.14522264,63.07375525,20.21048417,,0.45567935,4.514539813,0.45567935,0.99992597,0.249929636,1.072072072,3.183189987
SanFrancisco_11032015_BoardofSupervisorsDistrict3.mat,326,NO,LOCAL,B,3,3,0.855184387,0.81483477,66.9480364,64.26604406,43.41475096,,,0.909315126,4.899652759,0.909315126,0.999912975,0.084170266,0.926926927,0.607269473
SanFrancisco_11032015_Mayor.mat,327,NO,LOCAL,E,6,3,0.709681324,0.66611405,62.30362359,40.63314123,37.28007158,30.05868267,16.49430278,0.816740823,3.328554031,0.857355766,0.999991083,0.610761323,0.435435435,10.52436531
SanFrancisco_11032015_Sheriff.mat,328,NO,LOCAL,O,3,3,0.948835733,0.948835733,79.64886424,54.45939186,43.40302618,,,0.654549816,6.151694341,0.654549816,0.999993541,0.241727485,0.812812813,0.518620949
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.mat,329,NO,LOCAL,B,7,7,0.436603335,0.430897912,75.5109954,75.50545616,65.62621171,51.2518695,45.33318562,0.786477747,1.3918658,0.76952738,0.999915818,0.939454235,0.48048048,19.40725501
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.mat,330,NO,LOCAL,B,4,3,0.86804892,0.883941652,88.250844,85.85897191,72.58424103,0.095547487,,0.199520017,8.743935009,0.199520017,0.999937664,0.991212646,0.135135135,4362.818348
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.mat,331,NO,LOCAL,B,4,4,0.653344857,0.663993086,88.8781331,80.90579084,65.11322385,59.70613656,,0.524707543,5.14681538,0.548061239,0.999908867,0.173528689,0.435435435,1.415596285
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.mat,332,NO,LOCAL,B,4,4,0.573826948,0.561486583,85.16047257,78.57655331,69.79719711,63.15827235,,0.296971526,5.995710049,0.296971526,0.999935737,0.316204348,0.432432432,1.753471771
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.mat,333,NO,LOCAL,B,7,7,0.353935579,0.32177577,71.02317435,69.1626266,66.42891591,59.42330634,58.59583217,0.454556727,2.697408941,0.556506482,0.999893877,0.835789389,1.279279279,20.12991472
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.mat,334,NO,LOCAL,B,2,3,1,1,99.79846285,0.222032451,,,,0.997732383,,,,,,9.59E-35
SanFrancisco_11042008_BoardofSupervisorsDistrict1.mat,335,NO,LOCAL,B,9,3,,0.62565899,63.60294118,59.82935627,56.38526637,13.67924528,10.69298002,0.401803642,1.992041553,0.401803642,0.999931829,0.69382954,0.376376376,32.1568092
SanFrancisco_11042008_BoardofSupervisorsDistrict11.mat,336,NO,LOCAL,B,9,3,,0.582071521,51.31282216,47.24548969,45.68701675,40.27464562,31.59632732,0.97079396,3.089149073,0.296425311,0.999880139,0.576425221,0.250179168,8098087.59
SanFrancisco_11042008_BoardofSupervisorsDistrict3.mat,337,NO,LOCAL,B,9,3,,0.527352618,57.96777737,43.5737825,41.18637862,31.3145368,20.60783596,0.263457011,4.41687813,0.273105854,0.999906507,0.119572462,1.409409409,45.8883253
SanFrancisco_11042008_BoardofSupervisorsDistrict4.mat,338,NO,LOCAL,B,3,3,0.826714679,0.826714679,81.36698713,75.91126813,62.24819105,,,0.529531013,3.232637331,0.529531013,0.999932341,0.642365551,0.356356356,0.605539587
SanFrancisco_11042008_BoardofSupervisorsDistrict5.mat,339,NO,LOCAL,B,3,3,0.913368143,0.834231655,92.76570659,62.16944585,54.94638145,,,0.789509768,4.634606131,0.789509768,0.999943304,0.564779619,0.358358358,0.399219881
SanFrancisco_11042008_BoardofSupervisorsDistrict7.mat,340,NO,LOCAL,B,3,3,0.895594487,0.895594487,91.4530465,56.68878011,53.04006183,,,0.712072659,4.686426899,0.712072659,0.999959384,0.4517891,0.778778779,0.401384737
SanFrancisco_11042008_BoardofSupervisorsDistrict9.mat,341,NO,LOCAL,B,7,3,0.607944083,0.586374056,72.79696366,70.44831085,61.84660479,23.19341626,14.08064334,0.289114151,7.020187701,0.539967331,0.999869554,0.491829948,1.951951952,40.17147192
SanFrancisco_11042014_BoardofSupervisorsDistrict10.mat,342,NO,LOCAL,B,5,3,0.708902557,0.596309485,68.77306572,52.04273228,40.07122046,29.48527031,25.03075429,0.72588488,2.180734852,0.614490498,0.999887514,0.552025469,0.756756757,3.58154364
SanFrancisco_11052004_BoardofSupervisorsDistrict1.mat,343,NO,LOCAL,B,7,3,0.549935735,0.639837427,60.3362629,56.37266822,48.40031959,28.28707403,26.08469101,0.176362001,3.578082451,0.176362001,0.999916065,0.406145685,0.36036036,31.00957999
SanFrancisco_11052019_DistrictAttorney.mat,344,NO,LOCAL,O,4,4,0.636196335,0.672098012,64.84840652,64.27821862,53.59559565,52.43402518,,0.622853587,3.195639749,0.622853587,0.999990313,0.653914514,0.405405405,2.469355396
SanFrancisco_11052019_Mayor.mat,345,NO,LOCAL,E,7,6,0.644120083,0.683940214,85.58993713,42.6054283,37.98253562,34.48854699,34.3701538,0.048523307,6.202020883,0.040226226,0.999990801,0.65435085,0.072072072,58407.64782
SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.mat,346,NO,LOCAL,B,4,4,0.800312276,0.765244546,71.50272186,70.87395029,33.74688779,30.2316749,,0.47416518,2.673852514,0.47416518,0.999934028,0.904963427,0.657657658,1.295379888
SanFrancisco_11062007_Mayor.mat,347,NO,LOCAL,E,12,3,,0.710926541,80.9813365,18.23646879,14.81471245,13.6497122,12.79358213,0.723005628,7.54026642,0.587185307,0.999989614,0.239482108,0.836836837,115.7166373
SanFrancisco_11062012_BoardofSupervisorsDistrict5.mat,348,NO,LOCAL,B,8,3,,0.599841207,50.98678614,42.60193955,42.50269381,40.84103669,39.59054046,0.160556572,5.45327354,0.119963031,0.999937016,0.048012246,0.903903904,15.28437232
SanFrancisco_11062012_BoardofSupervisorsDistrict7.mat,349,NO,LOCAL,B,9,3,,0.55483912,53.18743449,53.04767652,40.27888067,34.62821205,19.75351777,0.360259538,2.238887367,0.43147198,0.999917945,0.891184352,0.672672673,32.22605837
SanFrancisco_11062018_AssessorRecorder.mat,350,NO,LOCAL,O,2,3,1,1,85.46637676,56.51698494,,,,0.850393497,,,,,,0
SanFrancisco_11062018_BoardofSupervisorsDistrict10.mat,351,NO,LOCAL,B,6,3,0.665677675,0.649552804,68.49415205,54.30426557,48.48211214,30.24595803,17.94375645,0.289952688,5.731215401,0.37295317,0.999905962,0.703298625,0.930930931,5.7197183
SanFrancisco_11062018_BoardofSupervisorsDistrict2.mat,352,NO,LOCAL,B,4,3,0.717024887,0.669570136,74.85011312,67.61595023,54.45984163,28.07409502,,0.527754808,4.937401412,0.527754808,0.999935496,0.17237519,1.543543544,1.19515437
SanFrancisco_11062018_BoardofSupervisorsDistrict4.mat,353,NO,LOCAL,B,8,3,,0.607669099,58.10763402,48.73701937,36.19842829,27.5715689,21.90920573,0.147640527,4.807037631,0.152901954,0.999919413,0.322092762,1.534534535,18.23270198
SanFrancisco_11062018_BoardofSupervisorsDistrict6.mat,354,NO,LOCAL,B,3,3,0.794535131,0.794535131,85.86467944,70.9171201,67.36850406,,,0.724325859,3.862230543,0.724325859,0.999921991,0.961696457,0.692692693,0.711252623
SanFrancisco_11062018_BoardofSupervisorsDistrict8.mat,355,NO,LOCAL,B,2,3,1,1,96.35861675,31.9989528,,,,0.785706078,,,,,,0
SanFrancisco_11072006_BoardofSupervisorsDistrict10.mat,356,NO,LOCAL,B,7,3,0.618139925,0.702625332,71.74277336,30.57533864,30.53344505,28.13154587,25.08727831,0.070721294,6.268770365,0.333035624,0.999862524,0.087561294,2.372372372,6.214972729
SanFrancisco_11072006_BoardofSupervisorsDistrict2.mat,357,NO,LOCAL,B,2,3,1,1,88.7986298,35.63494005,,,,0.90675487,,,,,,0
SanFrancisco_11072006_BoardofSupervisorsDistrict4.mat,358,NO,LOCAL,B,6,3,0.58363618,0.710226126,52.95275591,51.79184333,49.08136483,44.99293358,27.08964264,0.184073366,4.088002758,0.202027907,0.999892334,0.213191848,0.935935936,6.626267096
SanFrancisco_11072006_BoardofSupervisorsDistrict6.mat,359,NO,LOCAL,B,8,3,,0.738699069,60.71567917,55.75497464,22.26185831,16.93885514,15.38375787,0.339426845,12.69401232,0.545017118,0.999902941,0.219985945,0.35035035,17.30693157
SanFrancisco_11072006_BoardofSupervisorsDistrict8.mat,360,NO,LOCAL,B,3,3,0.925141109,0.921735566,84.50477722,61.7349352,35.43657175,,,0.5947272,2.267394963,0.625234985,0.999960633,0.933723273,0.126126126,0.066718135
SanFrancisco_11082005_AssessorRecorder.mat,361,NO,LOCAL,O,4,3,0.892297113,0.636539774,81.19302895,70.93723648,65.44091073,0.020077902,,0.759496974,3.083962239,0.810288902,0.999987409,0.594087324,0.288288288,6981.141957
SanFrancisco_11082005_Treasurer.mat,362,NO,LOCAL,O,4,3,0.779603493,0.776600507,78.85387923,55.80001247,40.8247446,30.28143078,,0.157204135,4.418406921,0.157204135,0.999991443,0.87128555,0.186186186,0.66825806
SanFrancisco_11082011_DistrictAttorney.mat,363,NO,LOCAL,O,5,3,0.651418125,0.70158706,61.87193619,61.53297896,45.92353604,41.55354491,14.43370203,0.40583658,4.718308969,0.430526151,0.999989379,0.094713981,1.289289289,5.629320343
SanFrancisco_11082011_Mayor.mat,364,NO,LOCAL,E,16,3,,0.516563195,45.98205804,36.11705924,32.14661675,31.95713237,25.87206466,0.161766157,2.649315014,0.161746653,0.999986739,0.415699144,0.495495495,366.1548039
SanFrancisco_11082011_Sheriff.mat,365,NO,LOCAL,O,4,3,0.756637844,0.751343925,62.85806191,59.18830213,58.64637059,23.0838849,,0.443638943,4.094034555,0.443638943,0.999990414,0.174806787,1.036036036,0.960218909
