ballotID,precinctPortion,ballot_type,countingGroup,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10
00325_00000_063045,109.002,Ballot 17 - Type 17,Election Day,109,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
00325_00000_038823,109.002,Ballot 17 - Type 17,Election Day,109,BEV COURTNEY,WILLIAM BILL MATTIACE,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
00325_00000_852632,089,Ballot 2 - Type 2,Election Day,089,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00325_00000_559535,083.002,Ballot 20 - Type 20,Election Day,083,BEV COURTNEY,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped
00325_00000_446460,099.002,Ballot 2 - Type 2,Election Day,099,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00325_00000_083413,020.002,Ballot 28 - Type 28,Election Day,020,MIKE A TELLEZ,WILLIAM BILL MATTIACE,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ
00325_00000_190226,099.002,Ballot 2 - Type 2,Election Day,099,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00325_00000_630171,083.002,Ballot 20 - Type 20,Election Day,083,KEN MIYAGISHIMA,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped
00325_00000_472830,099.002,Ballot 2 - Type 2,Election Day,099,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
00325_00000_521781,099.002,Ballot 2 - Type 2,Election Day,099,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,WILLIAM BILL MATTIACE,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
00325_00000_733084,061,Ballot 16 - Type 16,Election Day,061,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00325_00000_906941,089,Ballot 2 - Type 2,Election Day,089,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00325_00000_897753,099.002,Ballot 2 - Type 2,Election Day,099,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00325_00000_946605,083.002,Ballot 20 - Type 20,Election Day,083,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00275_00000_253959,051,Ballot 14 - Type 14,Election Day,051,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00275_00000_394436,025,Ballot 19 - Type 19,Election Day,025,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00275_00000_503933,053,Ballot 14 - Type 14,Election Day,053,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JORGE SANCHEZ,BEV COURTNEY,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH
00275_00000_428114,089,Ballot 2 - Type 2,Election Day,089,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE
00275_00000_090320,073,Ballot 14 - Type 14,Election Day,073,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00275_00000_225039,041,Ballot 19 - Type 19,Election Day,041,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00275_00000_057525,055.002,Ballot 14 - Type 14,Election Day,055,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,JORGE SANCHEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,ISABELLA SOLIS,MIKE A TELLEZ
00291_00000_218223,031,Ballot 2 - Type 2,Election Day,031,MIKE A TELLEZ,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,ISABELLA SOLIS
00291_00000_344142,050,Ballot 14 - Type 14,Election Day,050,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,BEV COURTNEY,WILLIAM BILL MATTIACE,ISABELLA SOLIS,JORGE SANCHEZ,skipped,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA
00291_00000_412792,102,Ballot 16 - Type 16,Election Day,102,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped
00291_00000_621878,035,Ballot 2 - Type 2,Election Day,035,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00291_00000_750352,109.002,Ballot 17 - Type 17,Election Day,109,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,MIKE A TELLEZ,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,BEV COURTNEY,KEN MIYAGISHIMA
00291_00000_250577,102,Ballot 16 - Type 16,Election Day,102,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_412232,118,Ballot 16 - Type 16,Election Day,118,KEN MIYAGISHIMA,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_643040,112,Ballot 16 - Type 16,Election Day,112,KEN MIYAGISHIMA,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,BEV COURTNEY,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ
01671_00000_090167,103,Ballot 16 - Type 16,Election Day,103,BEV COURTNEY,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,GREGORY Z SMITH,JORGE SANCHEZ,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
01671_00000_621960,109.002,Ballot 17 - Type 17,Election Day,109,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE,MIKE A TELLEZ,BEV COURTNEY,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ
01671_00000_878439,083.002,Ballot 20 - Type 20,Election Day,083,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,MIKE A TELLEZ,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,GREGORY Z SMITH,BEV COURTNEY,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ
01671_00000_203501,105.002,Ballot 17 - Type 17,Election Day,105,MIKE A TELLEZ,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_804597,066.002,Ballot 16 - Type 16,Election Day,066,KEN MIYAGISHIMA,GREGORY Z SMITH,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_564753,118,Ballot 16 - Type 16,Election Day,118,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_945146,047,Ballot 20 - Type 20,Election Day,047,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,skipped,skipped,skipped,skipped,GREGORY Z SMITH,skipped
01671_00000_344022,061,Ballot 16 - Type 16,Election Day,061,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_169737,089,Ballot 2 - Type 2,Election Day,089,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_320982,059,Ballot 16 - Type 16,Election Day,059,KEN MIYAGISHIMA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_172317,116,Ballot 16 - Type 16,Election Day,116,WILLIAM BILL MATTIACE,ISABELLA SOLIS,MIKE A TELLEZ,KEN MIYAGISHIMA,GREGORY Z SMITH,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA
01671_00000_731986,116,Ballot 16 - Type 16,Election Day,116,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped
01671_00000_515290,117.001,Ballot 16 - Type 16,Election Day,117,ISABELLA SOLIS,WILLIAM BILL MATTIACE,ISABELLA SOLIS,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,KEN MIYAGISHIMA
01671_00000_059475,108.002,Ballot 19 - Type 19,Election Day,108,KEN MIYAGISHIMA,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped
00294_00000_116875,030,Ballot 2 - Type 2,Election Day,030,MIKE A TELLEZ,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,ISABELLA SOLIS,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY
00294_00000_341252,071,Ballot 14 - Type 14,Election Day,071,JESUSITA DOLORES LUCERO,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00294_00000_215813,048,Ballot 20 - Type 20,Election Day,048,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00294_00000_418972,059,Ballot 16 - Type 16,Election Day,059,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,BEV COURTNEY,JORGE SANCHEZ,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,ISABELLA SOLIS
00294_00000_937527,116,Ballot 16 - Type 16,Election Day,116,MIKE A TELLEZ,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,BEV COURTNEY,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,KEN MIYAGISHIMA,GREGORY Z SMITH
00294_00000_184415,116,Ballot 16 - Type 16,Election Day,116,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,JORGE SANCHEZ,GREGORY Z SMITH,ISABELLA SOLIS,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA
00273_00000_406048,055.002,Ballot 14 - Type 14,Election Day,055,GREGORY Z SMITH,ISABELLA SOLIS,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_188108,078.002,Ballot 14 - Type 14,Election Day,078,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,JORGE SANCHEZ,BEV COURTNEY,GREGORY Z SMITH,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS
00273_00000_579236,057.002,Ballot 14 - Type 14,Election Day,057,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,MIKE A TELLEZ,BEV COURTNEY,JORGE SANCHEZ
00273_00000_250073,056.002,Ballot 14 - Type 14,Election Day,056,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_787224,057.002,Ballot 14 - Type 14,Election Day,057,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_753716,056.002,Ballot 14 - Type 14,Election Day,056,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
00273_00000_819655,078.002,Ballot 14 - Type 14,Election Day,078,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_391880,056.002,Ballot 14 - Type 14,Election Day,056,WILLIAM BILL MATTIACE,GREGORY Z SMITH,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_251934,040.002,Ballot 19 - Type 19,Election Day,040,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_559346,055.002,Ballot 14 - Type 14,Election Day,055,MIKE A TELLEZ,KEN MIYAGISHIMA,GREGORY Z SMITH,BEV COURTNEY,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,JORGE SANCHEZ
00273_00000_734489,055.002,Ballot 14 - Type 14,Election Day,055,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,GREGORY Z SMITH
00273_00000_046807,056.002,Ballot 14 - Type 14,Election Day,056,ISABELLA SOLIS,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_323481,056.002,Ballot 14 - Type 14,Election Day,056,KEN MIYAGISHIMA,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_203165,056.002,Ballot 14 - Type 14,Election Day,056,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_477735,056.002,Ballot 14 - Type 14,Election Day,056,GREGORY Z SMITH,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,MIKE A TELLEZ,JORGE SANCHEZ,ISABELLA SOLIS,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO
00273_00000_421805,062,Ballot 17 - Type 17,Election Day,062,JESUSITA DOLORES LUCERO,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_990425,113.001,Ballot 20 - Type 20,Election Day,113,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_024447,046,Ballot 20 - Type 20,Election Day,046,JORGE SANCHEZ,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,BEV COURTNEY,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,MIKE A TELLEZ,WILLIAM BILL MATTIACE
00273_00000_858388,056.002,Ballot 14 - Type 14,Election Day,056,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_679925,007.002,Ballot 14 - Type 14,Election Day,007,BEV COURTNEY,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_126509,061,Ballot 16 - Type 16,Election Day,061,KEN MIYAGISHIMA,GREGORY Z SMITH,WILLIAM BILL MATTIACE,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,MIKE A TELLEZ,JESUSITA DOLORES LUCERO
00273_00000_092398,048,Ballot 20 - Type 20,Election Day,048,WILLIAM BILL MATTIACE,GREGORY Z SMITH,BEV COURTNEY,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_451958,057.002,Ballot 14 - Type 14,Election Day,057,KEN MIYAGISHIMA,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_827920,056.002,Ballot 14 - Type 14,Election Day,056,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_768468,051,Ballot 14 - Type 14,Election Day,051,MIKE A TELLEZ,KEN MIYAGISHIMA,BEV COURTNEY,GREGORY Z SMITH,JESUSITA DOLORES LUCERO,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,ALEXANDER PAIGE FRESQUEZ
00273_00000_191026,056.002,Ballot 14 - Type 14,Election Day,056,MIKE A TELLEZ,WILLIAM BILL MATTIACE,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_946416,056.002,Ballot 14 - Type 14,Election Day,056,GREGORY Z SMITH,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_165118,056.002,Ballot 14 - Type 14,Election Day,056,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,BEV COURTNEY
00273_00000_705597,057.002,Ballot 14 - Type 14,Election Day,057,ISABELLA SOLIS,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_212556,038.002,Ballot 19 - Type 19,Election Day,038,ISABELLA SOLIS,MIKE A TELLEZ,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
00273_00000_321752,056.002,Ballot 14 - Type 14,Election Day,056,GREGORY Z SMITH,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_890636,055.002,Ballot 14 - Type 14,Election Day,055,MIKE A TELLEZ,WILLIAM BILL MATTIACE,BEV COURTNEY,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped
00273_00000_300523,052,Ballot 14 - Type 14,Election Day,052,ISABELLA SOLIS,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,MIKE A TELLEZ,GREGORY Z SMITH,JORGE SANCHEZ
00273_00000_148221,056.002,Ballot 14 - Type 14,Election Day,056,BEV COURTNEY,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,JORGE SANCHEZ,ISABELLA SOLIS,WILLIAM BILL MATTIACE,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA
00273_00000_266186,057.002,Ballot 14 - Type 14,Election Day,057,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,ISABELLA SOLIS,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_424999,083.002,Ballot 20 - Type 20,Election Day,083,ISABELLA SOLIS,JORGE SANCHEZ,WILLIAM BILL MATTIACE,ALEXANDER PAIGE FRESQUEZ,EUGENIA (GINA) MONTOYA ORTEGA,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,skipped,skipped
00273_00000_612321,038.002,Ballot 19 - Type 19,Election Day,038,GREGORY Z SMITH,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_017981,056.002,Ballot 14 - Type 14,Election Day,056,BEV COURTNEY,MIKE A TELLEZ,ISABELLA SOLIS,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_652608,051,Ballot 14 - Type 14,Election Day,051,MIKE A TELLEZ,BEV COURTNEY,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,GREGORY Z SMITH,ALEXANDER PAIGE FRESQUEZ,ISABELLA SOLIS
00273_00000_592530,007.002,Ballot 14 - Type 14,Election Day,007,BEV COURTNEY,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_796869,057.002,Ballot 14 - Type 14,Election Day,057,MIKE A TELLEZ,BEV COURTNEY,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,KEN MIYAGISHIMA,GREGORY Z SMITH
00273_00000_385288,056.002,Ballot 14 - Type 14,Election Day,056,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,BEV COURTNEY,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH
00273_00000_597191,056.002,Ballot 14 - Type 14,Election Day,056,GREGORY Z SMITH,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_389332,056.002,Ballot 14 - Type 14,Election Day,056,WILLIAM BILL MATTIACE,MIKE A TELLEZ,JESUSITA DOLORES LUCERO,ALEXANDER PAIGE FRESQUEZ,BEV COURTNEY,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,GREGORY Z SMITH,JORGE SANCHEZ,KEN MIYAGISHIMA
00273_00000_885040,040.002,Ballot 19 - Type 19,Election Day,040,WILLIAM BILL MATTIACE,JESUSITA DOLORES LUCERO,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped
00273_00000_575683,102,Ballot 16 - Type 16,Election Day,102,EUGENIA (GINA) MONTOYA ORTEGA,JORGE SANCHEZ,ISABELLA SOLIS,MIKE A TELLEZ,BEV COURTNEY,ALEXANDER PAIGE FRESQUEZ,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,KEN MIYAGISHIMA,GREGORY Z SMITH
00273_00000_520131,055.002,Ballot 14 - Type 14,Election Day,055,WILLIAM BILL MATTIACE,skipped,KEN MIYAGISHIMA,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_823646,056.002,Ballot 14 - Type 14,Election Day,056,WILLIAM BILL MATTIACE,MIKE A TELLEZ,BEV COURTNEY,ISABELLA SOLIS,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,JORGE SANCHEZ,ALEXANDER PAIGE FRESQUEZ,GREGORY Z SMITH,KEN MIYAGISHIMA
00273_00000_817514,025,Ballot 19 - Type 19,Election Day,025,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,MIKE A TELLEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_152463,056.002,Ballot 14 - Type 14,Election Day,056,KEN MIYAGISHIMA,GREGORY Z SMITH,JORGE SANCHEZ,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_065369,055.002,Ballot 14 - Type 14,Election Day,055,KEN MIYAGISHIMA,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_678371,056.002,Ballot 14 - Type 14,Election Day,056,KEN MIYAGISHIMA,JESUSITA DOLORES LUCERO,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
00273_00000_120843,056.002,Ballot 14 - Type 14,Election Day,056,MIKE A TELLEZ,KEN MIYAGISHIMA,JORGE SANCHEZ,EUGENIA (GINA) MONTOYA ORTEGA,JESUSITA DOLORES LUCERO,ISABELLA SOLIS,ALEXANDER PAIGE FRESQUEZ,WILLIAM BILL MATTIACE,JORGE SANCHEZ,BEV COURTNEY
00273_00000_820807,057.002,Ballot 14 - Type 14,Election Day,057,JESUSITA DOLORES LUCERO,WILLIAM BILL MATTIACE,skipped,skipped,skipped,skipped,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,KEN MIYAGISHIMA
00273_00000_052624,069,Ballot 20 - Type 20,Election Day,069,KEN MIYAGISHIMA,WILLIAM BILL MATTIACE,GREGORY Z SMITH,EUGENIA (GINA) MONTOYA ORTEGA,skipped,skipped,skipped,skipped,skipped,skipped
