,Unnamed: 0,filename,partisan,level,type,candidates,choices,gamma bf,gamma mds,#1 candidate,#2 candidate,#3 candidate,#4 candidate,#5 candidate
386,386,SanFrancisco_11082011_DistrictAttorney.csv,0,1,O,5,3,0.651418125,0.70158706,61.87193619,61.53297896,45.92353604,41.55354491,14.43370203
387,387,SanFrancisco_11082011_Mayor.csv,0,1,E,16,3,,0.516563195,45.98205804,36.11705924,32.14661675,31.95713237,25.87206466
388,388,SanFrancisco_11082011_Sheriff.csv,0,1,O,4,3,0.756637844,0.751343925,62.85806191,59.18830213,58.64637059,23.0838849,
389,389,SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,0,1,B,10,3,,0.637430396,66.11193255,62.37770158,43.00500204,13.34507818,12.03322113
390,390,SanFrancisco_11082016_BoardofSupervisorsDistrict3.csv,0,1,B,2,3,1,1,84.45269434,55.93055087,,,
391,391,SanFrancisco_11082016_BoardofSupervisorsDistrict5.csv,0,1,B,2,3,1,1,74.67638527,71.47558568,,,
392,392,SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,0,1,B,5,3,0.558771111,0.636566805,60.16860449,52.40317972,51.18956689,44.13986251,31.22294832
393,393,SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,0,1,B,4,3,0.80991221,0.810939543,82.41080879,64.99906606,60.5410622,20.07035676,
394,394,SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,0,1,B,5,3,0.582489203,0.527640361,59.74087161,57.75029446,44.22065175,41.82175108,35.90498626
395,395,SanFrancisco_11082022_AssessorRecorder.csv,0,1,O,1,3,1,,100,,,,
396,396,SanFrancisco_11082022_BoardofSupervisorsD2.csv,0,1,B,1,3,1,,100,,,,
397,397,SanFrancisco_11082022_BoardofSupervisorsD4.csv,0,1,B,2,3,1,1,70.12391345,69.28796005,,,
398,398,SanFrancisco_11082022_BoardofSupervisorsD6.csv,0,1,B,4,4,0.714662253,0.660966041,80.10297904,75.80605615,48.55338973,42.94471006,
399,399,SanFrancisco_11082022_BoardofSupervisorsD8.csv,0,1,B,2,3,1,1,89.64717856,50.31098044,,,
400,400,SanFrancisco_11082022_BoardofSupervisorsD10.csv,0,1,B,2,3,1,1,87.73024361,59.81580511,,,
401,401,SanFrancisco_11082022_DistrictAttorney.csv,0,1,O,4,4,0.683662433,0.69255338,73.22479482,68.39337194,58.12827126,43.64159863,
402,402,SanFrancisco_11082022_PublicDefender.csv,0,1,O,2,3,1,1,88.99141135,56.62320776,,,
403,403,SanLeandro_11022010_CountyCouncilDistrict1.csv,0,1,R,3,3,0.997994887,0.99654118,84.08942804,72.27931225,0.756930172,,
404,404,SanLeandro_11022010_CountyCouncilDistrict3.csv,0,1,R,1,3,1,,100,,,,
405,405,SanLeandro_11022010_CountyCouncilDistrict5.csv,0,1,R,2,3,1,1,78.78442074,77.54899529,,,
406,406,SanLeandro_11022010_Mayor.csv,0,1,E,6,3,0.637213859,0.406252783,64.9772869,62.09138684,61.1071524,29.60719694,17.0570945
407,407,SanLeandro_11032020_MemberCityCouncilDist2SanLeandroRCV.csv,0,1,R,2,5,1,1,83.83908848,81.28415301,,,
408,408,SanLeandro_11032020_MemberCityCouncilDist4SanLeandroRCV.csv,0,1,R,2,5,1,1,89.23659923,73.40932706,,,
409,409,SanLeandro_11032020_MemberCityCouncilDist6SanLeandroRCV.csv,0,1,R,1,5,1,,100,,,,
410,410,SanLeandro_11042014_CountyCouncilDistrict1.csv,0,1,R,4,3,0.673852708,0.642354612,74.74343252,59.96901827,57.43884335,39.8373459,
411,411,SanLeandro_11042014_CountyCouncilDistrict3.csv,0,1,R,3,3,0.886009998,0.886009998,84.13715412,77.3639372,66.11279307,,
412,412,SanLeandro_11042014_CountyCouncilDistrict5.csv,0,1,R,3,3,0.832981835,0.765290156,84.61119804,72.66480713,72.26341928,,
413,413,SanLeandro_11042014_Mayor.csv,0,1,E,4,3,0.902452551,0.918474242,82.56716786,76.05989648,62.67562238,1.435789993,
414,414,SanLeandro_11062012_CountyCouncilDistrict2.csv,0,1,R,3,3,0.876494967,0.876494967,82.69982238,80.66706138,70.86244326,,
415,415,SanLeandro_11062012_CountyCouncilDistrict4.csv,0,1,R,4,3,0.625632159,0.592176356,72.00345796,62.93062459,61.22325481,40.48411498,
416,416,SanLeandro_11062012_CountyCouncilDistrict6.csv,0,1,R,2,3,1,1,84.96832079,78.07968703,,,
417,417,SanLeandro_11062018_CountyCouncilDistrict1.csv,0,1,R,3,3,0.88909865,0.703044666,87.7530527,69.52924165,67.71770566,,
418,418,SanLeandro_11062018_CountyCouncilDistrict3.csv,0,1,R,2,3,1,1,81.36197637,78.76262084,,,
419,419,SanLeandro_11062018_CountyCouncilDistrict5.csv,0,1,R,2,3,1,1,87.97802481,68.60380274,,,
420,420,SanLeandro_11062018_Mayor.csv,0,1,E,4,3,0.731112916,0.672430467,76.92158911,65.51390662,50.89938494,36.07210553,
421,421,SanLeandro_11082016_CountyCouncilDistrict2.csv,0,1,R,2,3,1,1,77.28638742,77.09716915,,,
422,422,SanLeandro_11082016_CountyCouncilDistrict4.csv,0,1,R,1,3,1,,100,,,,
423,423,SanLeandro_11082016_CountyCouncilDistrict6.csv,0,1,R,1,3,1,,100,,,,
424,424,SantaFe_03062018_CityCouncilDistrict2.csv,0,1,R,3,3,0.909076382,0.846436561,90.28443592,84.93128795,75.3275807,,
425,425,SantaFe_03062018_CityCouncilDistrict4.csv,0,1,R,3,3,0.79033245,0.68325515,85.49867428,82.09259637,80.46094228,,
426,426,SantaFe_03062018_Mayor.csv,0,1,E,5,5,0.371428571,0.280329857,85.44263886,81.11084162,77.39510065,75.54208101,75.31409168
427,427,Springville_11022021_CityCouncil2yr.csv,0,1,R,3,3,0.882741536,0.882741536,90.8835673,88.70355078,78.03468208,,
428,428,Springville_11022021_Mayor.csv,0,1,E,3,3,0.892647059,0.709803922,96.0130719,75.98039216,75.37581699,,
429,429,StLouisPark_11022021_CityCouncilWard1.csv,0,1,R,1,3,1,,100,,,,
430,430,StLouisPark_11022021_CityCouncilWard2.csv,0,1,R,2,3,1,1,65.11479592,38.90306122,,,
431,431,StLouisPark_11022021_CityCouncilWard3.csv,0,1,R,3,3,0.886651752,0.886651752,80.61148397,78.52348993,65.62266965,,
432,432,StLouisPark_11022021_CityCouncilWard4.csv,0,1,R,1,3,1,,100,,,,
433,433,TakomaPark_11082022_CityCouncilWard1.csv,0,1,R,3,4,0.886681383,0.754966887,84.91537896,68.9477557,62.61957322,,
434,434,TakomaPark_11082022_CityCouncilWard2.csv,0,1,R,1,2,1,,100,,,,
435,435,TakomaPark_11082022_CityCouncilWard3.csv,0,1,R,5,4,0.782069971,0.629008746,82.58017493,78.35276968,70.69970845,0.072886297,0.072886297
436,436,TakomaPark_11082022_CityCouncilWard4.csv,0,1,R,1,2,1,,100,,,,
437,437,TakomaPark_11082022_CityCouncilWard5.csv,0,1,R,3,4,0.86036961,0.800821355,82.34086242,73.30595483,67.96714579,,
438,438,TakomaPark_11082022_CityCouncilWard6.csv,0,1,R,7,5,0.655384615,0.564615385,78.92307692,78.30769231,58.76923077,52.61538462,0.307692308
439,439,TakomaPark_11082022_Mayor.csv,0,1,E,6,4,0.853111306,0.576511832,85.2936021,79.19368975,68.9745837,0.052585451,0.052585451
440,440,Vineyard_11022021_Mayor.csv,0,1,E,3,3,0.949251789,0.793754066,98.37345478,79.63565387,76.31750163,,
441,441,Vineyard_11052019_CityCouncil.csv,0,1,R,7,7,0.200183655,0.168044077,90.35812672,88.42975207,80.99173554,77.22681359,72.81910009
442,442,WoodlandHills_11022021_Mayor.csv,0,1,E,3,3,0.832061069,0.832061069,85.03816794,81.3740458,74.04580153,,
443,443,Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,,3,E,9,5,,0.633099597,89.11180366,61.33619011,32.2425659,25.01623166,24.76951045
